17030,3,7330585,1
17031,4,6618247,1
17032,5,6827733,1
17033,6,2958088,1
17034,0,2710262,1
17035,1,8053667,1
17036,2,7461134,1
17037,3,7050735,1
17038,4,7663952,1
17039,5,7307410,1
17040,6,2821132,1
17041,0,2942883,1
17042,1,6119272,1
17043,2,7754761,1
17044,3,1524685,0
17045,4,7359683,1
17046,5,6636876,1
17047,6,2856511,1
17048,0,2816370,1
17049,1,6253396,1
17050,2,7604293,1
17051,3,7485268,1
17052,4,6732090,1
17053,5,6939552,1
17054,6,3599845,1
17055,0,2874432,1
17056,1,7750982,1
17057,2,6872453,1
17058,3,6905394,1
17059,4,6429098,1
17060,5,6898078,1
17061,6,2878857,1
17062,0,2719804,1
17063,1,7505953,1
17064,2,6775419,1
17065,3,6949832,1
17066,4,6433872,1
17067,5,6301492,1
17068,6,2435773,1
17069,0,2704054,1
17070,1,7839864,1
17071,2,7412063,1
17072,3,7122418,1
17073,4,6694857,1
17074,5,6649326,1
17075,6,2610001,1
17076,0,2500878,1
17077,1,7432356,1
17078,2,7227566,1
17079,3,6700398,1
17080,4,7120089,1
17081,5,7451521,1
17082,6,2915542,1
17083,0,2762353,1
17084,1,6269410,1
17085,2,7191369,1
17086,3,7114099,1
17087,4,6847707,1
17088,5,6327161,1
17089,6,2600282,1
17090,0,2184096,0
17091,1,7395095,1
17092,2,6556304,1
17093,3,6633076,1
17094,4,6636864,1
17095,5,5881325,1
17096,6,7617000,0
17097,0,2644137,1
17098,1,6758091,1
17099,2,6550344,1
17100,3,6070059,1
17101,4,6174197,1
17102,5,7133977,1
17103,6,2695880,1
17104,0,2719249,1
17105,1,6759618,1
17106,2,6553083,1
17107,3,6508991,1
17108,4,6633521,1
17109,5,452754,0
